S.No.;Kullanim Amaci;Stok No.;"Malzemenin 
131; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-599-0641 - 2815015990641;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
132; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-599-6838 - 2815015996838;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
133; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-599-7177 - 2815015997177;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
134; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-593-1270 - 2815015931270;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
135; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-595-0947 - 2815015950947;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
136; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-595-0952 - 2815015950952;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
137; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-595-0954 - 2815015950954;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
138; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-595-4722 - 2815015954722;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
139; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-595-5789 - 2815015955789;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
140; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-595-6094 - 2815015956094;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
141; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-596-1581 - 2815015961581;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
142; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-596-4878 - 2815015964878;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
143; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-596-5208 - 2815015965208;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
144; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-576-8629 - 2815015768629;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
145; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-576-5292 - 2815015765292;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
146; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-575-3008 - 2815015753008;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
147; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-575-5874 - 2815015755874;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
148; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-576-2496 - 2815015762496;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
149; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-565-1112 - 2815015651112;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
150; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-565-1113 - 2815015651113;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
151; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-565-3943 - 2815015653943;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
152; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-565-4987 - 2815015654987;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
153; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-566-0376 - 2815015660376;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
154; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-562-9494 - 2815015629494;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
155; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-562-9630 - 2815015629630;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
156; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-563-8873 - 2815015638873;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
157; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-555-5451 - 2815015555451;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
158; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-555-5653 - 2815015555653;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
159; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-555-6183 - 2815015556183;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
160; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-555-6345 - 2815015556345;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
161; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-555-7259 - 2815015557259;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
162; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-555-8200 - 2815015558200;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
163; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-556-1644 - 2815015561644;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
164; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-556-4800 - 2815015564800;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
165; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-556-9703 - 2815015569703;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
166; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-557-6138 - 2815015576138;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
167; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-558-2184 - 2815015582184;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
168; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-558-2770 - 2815015582770;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
169; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-558-2882 - 2815015582882;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
170; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-558-7531 - 2815015587531;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
171; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-558-9714 - 2815015589714;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
172; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-559-1474 - 2815015591474;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
173; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-546-6234 - 2815015466234;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
174; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-546-7980 - 2815015467980;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
175; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-547-8509 - 2815015478509;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
176; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-548-2547 - 2815015482547;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
177; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-548-5891 - 2815015485891;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
178; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-548-6433 - 2815015486433;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
179; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-548-6617 - 2815015486617;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
180; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-548-8313 - 2815015488313;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
181; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-548-9131 - 2815015489131;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
182; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-550-0507 - 2815015500507;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
183; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-550-2608 - 2815015502608;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
184; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-550-2615 - 2815015502615;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
185; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-550-5636 - 2815015505636;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
186; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-550-5640 - 2815015505640;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
187; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-550-8313 - 2815015508313;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
188; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-551-1097 - 2815015511097;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
189; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-551-2402 - 2815015512402;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
190; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-551-4533 - 2815015514533;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
191; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-553-6029 - 2815015536029;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
192; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-553-6153 - 2815015536153;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
193; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-553-7020 - 2815015537020;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
194; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-554-3605 - 2815015543605;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
195; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-554-5159 - 2815015545159;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
196; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-554-5466 - 2815015545466;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
197; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-554-5657 - 2815015545657;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
198; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-554-7960 - 2815015547960;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
199; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-555-5432 - 2815015555432;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
200; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-540-4858 - 2815015404858;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
201; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-540-5688 - 2815015405688;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
202; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-540-6138 - 2815015406138;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
203; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-540-8958 - 2815015408958;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
204; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-541-2325 - 2815015412325;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
205; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-541-2397 - 2815015412397;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
206; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-541-4361 - 2815015414361;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
207; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-541-9160 - 2815015419160;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
208; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-0123 - 2815015430123;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
209; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-0623 - 2815015430623;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
210; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-3187 - 2815015433187;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
211; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-3270 - 2815015433270;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
212; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-5043 - 2815015435043;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
213; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-7016 - 2815015437016;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
214; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-8314 - 2815015438314;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
215; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-8497 - 2815015438497;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
216; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-543-9460 - 2815015439460;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
217; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-544-1313 - 2815015441313;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
218; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-544-4134 - 2815015444134;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
219; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-544-4835 - 2815015444835;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
220; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-544-8863 - 2815015448863;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
221; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-544-8864 - 2815015448864;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
222; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-544-8868 - 2815015448868;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
223; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-545-4366 - 2815015454366;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
224; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-545-5569 - 2815015455569;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
225; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-517-9322 - 2815015179322;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
226; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-518-5467 - 2815015185467;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
227; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-518-6603 - 2815015186603;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
228; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-518-7309 - 2815015187309;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
229; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-519-5534 - 2815015195534;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
230; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-519-5659 - 2815015195659;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
231; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-519-8694 - 2815015198694;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
232; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-519-9364 - 2815015199364;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
233; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-520-6514 - 2815015206514;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
234; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-520-6704 - 2815015206704;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
235; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-520-8589 - 2815015208589;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
236; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-520-9715 - 2815015209715;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
237; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-521-3192 - 2815015213192;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
238; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-523-0674 - 2815015230674;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
239; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-523-4601 - 2815015234601;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
240; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-523-6665 - 2815015236665;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
241; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-577-3192 - 2815015773192;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
242; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-577-3193 - 2815015773193;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
243; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-577-5657 - 2815015775657;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
244; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-577-6972 - 2815015776972;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
245; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-578-0468 - 2815015780468;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
246; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-578-0472 - 2815015780472;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
247; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-578-3605 - 2815015783605;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
248; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-578-7194 - 2815015787194;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
249; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-579-3112 - 2815015793112;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
250; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-579-5012 - 2815015795012;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
251; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-580-4823 - 2815015804823;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
252; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-580-5848 - 2815015805848;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
253; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-581-0635 - 2815015810635;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
254; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-582-4073 - 2815015824073;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
255; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-582-4439 - 2815015824439;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
256; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-582-5713 - 2815015825713;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
257; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-582-6874 - 2815015826874;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
258; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-583-2667 - 2815015832667;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
259; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-583-4450 - 2815015834450;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
260; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-583-4895 - 2815015834895;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
261; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-583-8913 - 2815015838913;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
262; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-585-2703 - 2815015852703;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
263; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-585-9265 - 2815015859265;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
264; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-586-6168 - 2815015866168;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
265; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-588-1553 - 2815015881553;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
