S.No.;Kullanim Amaci;Stok No.;"Malzemenin 
266; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-588-4195 - 2815015884195;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
267; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-588-5596 - 2815015885596;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
268; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-589-1282 - 2815015891282;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
269; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-589-1633 - 2815015891633;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
270; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-589-5084 - 2815015895084;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
271; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-590-3074 - 2815015903074;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
272; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-590-7072 - 2815015907072;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
273; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-590-7080 - 2815015907080;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
274; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-590-7339 - 2815015907339;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
275; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-590-8126 - 2815015908126;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
276; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-591-2068 - 2815015912068;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
277; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-591-2200 - 2815015912200;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
278; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-591-7631 - 2815015917631;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
279; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-591-7633 - 2815015917633;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
280; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-591-9748 - 2815015919748;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
281; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-559-2661 - 2815015592661;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
282; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-559-7342 - 2815015597342;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
283; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-560-3277 - 2815015603277;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
284; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-560-3526 - 2815015603526;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
285; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-560-6799 - 2815015606799;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
286; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-560-7730 - 2815015607730;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
287; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-560-8473 - 2815015608473;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
288; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-561-3693 - 2815015613693;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
289; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-561-6871 - 2815015616871;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
290; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-562-6265 - 2815015626265;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
291; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-524-7659 - 2815015247659;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
292; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-524-8080 - 2815015248080;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
293; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-525-5234 - 2815015255234;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
294; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-525-5241 - 2815015255241;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
295; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-526-5038 - 2815015265038;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
296; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-524-0580 - 2815015240580;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
297; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-462-2289 - 2815014622289;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
298; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-566-8368 - 2815015668368;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
299; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-567-5163 - 2815015675163;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
300; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-567-7009 - 2815015677009;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
301; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-567-7970 - 2815015677970;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
302; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-0408 - 2815015680408;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
303; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-0410 - 2815015680410;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
304; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-2369 - 2815015682369;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
305; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-3748 - 2815015683748;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
306; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-5759 - 2815015685759;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
307; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-7185 - 2815015687185;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
308; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-7767 - 2815015687767;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
309; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-568-9979 - 2815015689979;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
310; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-569-1733 - 2815015691733;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
311; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-569-4627 - 2815015694627;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
312; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-569-9922 - 2815015699922;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
313; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-570-0260 - 2815015700260;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
314; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-570-4250 - 2815015704250;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
315; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-570-7180 - 2815015707180;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
316; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-570-7826 - 2815015707826;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
317; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-570-8920 - 2815015708920;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
318; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-571-1401 - 2815015711401;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
319; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-572-9800 - 2815015729800;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
320; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-573-1168 - 2815015731168;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
321; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-573-2789 - 2815015732789;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
322; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-574-0497 - 2815015740497;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
323; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-574-0546 - 2815015740546;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
324; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-574-1597 - 2815015741597;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
325; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-671-7758 - 2815016717758;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
326; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-671-9891 - 2815016719891;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
327; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-672-0090 - 2815016720090;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
328; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-672-3847 - 2815016723847;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
329; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-672-6223 - 2815016726223;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
330; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-672-8815 - 2815016728815;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
331; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-672-9046 - 2815016729046;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
332; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-673-4116 - 2815016734116;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
333; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-674-3504 - 2815016743504;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
334; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-674-4766 - 2815016744766;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
335; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-674-8165 - 2815016748165;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
336; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-675-5148 - 2815016755148;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
337; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-675-5176 - 2815016755176;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
338; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-676-0878 - 2815016760878;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
339; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-676-0880 - 2815016760880;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
340; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-676-9373 - 2815016769373;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
341; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-677-3912 - 2815016773912;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
342; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-677-9537 - 2815016779537;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
343; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-677-9609 - 2815016779609;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
344; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-678-9313 - 2815016789313;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
345; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-679-3161 - 2815016793161;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
346; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-681-6050 - 2815016816050;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
347; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-683-7921 - 2815016837921;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
348; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-684-9377 - 2815016849377;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
349; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-685-3841 - 2815016853841;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
350; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-685-4939 - 2815016854939;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
351; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-687-0649 - 2815016870649;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
352; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-689-4298 - 2815016894298;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
353; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-689-7659 - 2815016897659;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
354; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-690-5024 - 2815016905024;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
355; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-690-8192 - 2815016908192;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
356; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-690-8596 - 2815016908596;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
357; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-691-2186 - 2815016912186;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
358; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-691-8770 - 2815016918770;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
359; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-692-3410 - 2815016923410;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
360; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-692-3626 - 2815016923626;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
361; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-693-1875 - 2815016931875;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
362; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-693-5664 - 2815016935664;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
363; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-694-1888 - 2815016941888;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
364; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-694-2274 - 2815016942274;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
365; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-694-4446 - 2815016944446;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
366; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-694-9650 - 2815016949650;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
367; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-695-1935 - 2815016951935;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
368; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-695-4331 - 2815016954331;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
369; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-695-4602 - 2815016954602;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
370; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-696-9809 - 2815016969809;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
371; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-697-0934 - 2815016970934;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
372; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-697-3917 - 2815016973917;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
373; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-698-0075 - 2815016980075;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
374; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-698-3009 - 2815016983009;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
375; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-698-4724 - 2815016984724;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
376; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-699-0418 - 2815016990418;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
377; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-699-8491 - 2815016998491;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
378; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-700-1855 - 2815017001855;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
379; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-700-4253 - 2815017004253;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
380; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-701-1858 - 2815017011858;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
381; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-702-5686 - 2815017025686;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
382; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-702-6648 - 2815017026648;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
383; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-702-6661 - 2815017026661;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
384; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-705-7394 - 2815017057394;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
385; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-706-2941 - 2815017062941;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
386; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-707-5541 - 2815017075541;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
387; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-707-5659 - 2815017075659;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
388; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-708-0323 - 2815017080323;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
389; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-708-2428 - 2815017082428;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
390; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-708-2786 - 2815017082786;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
391; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-710-8381 - 2815017108381;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
392; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-712-2859 - 2815017122859;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
393; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-712-3078 - 2815017123078;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
394; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-712-8755 - 2815017128755;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
395; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-714-0935 - 2815017140935;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
396; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-714-1109 - 2815017141109;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
397; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-714-1256 - 2815017141256;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
398; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-714-4199 - 2815017144199;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
399; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-01-715-0237 - 2815017150237;;;ENGINE, DIESEL;125;;;;;;;;;;;;;
400; PERBAK/FASBAT/YEN?LE?T?RME MALZEMELER?;2815-12-166-5740 - 2815121665740;;1;ENGINE, DIESEL;125;;;;;;;;;;;;;
